run_id,mechanism,nb_nodes,expected_degree,size_longest_path_in_graph,noise_coeff,nb_observations,predicted_variable,predicted_variable_node_type,weight_threshold,frac_filtered,frac_augmented,avg_weight_aug_in_train,avg_weight_aug_NOT_in_train,sum_weight_aug_in_train,sum_weight_aug_NOT_in_train,SUM_aug_weights,MAPE_CausalDA,MAPE_Baseline,r2_CausalDA,r2_Baseline,n_estimators_CausalDA,n_estimators_Baseline,reg_lambda_CausalDA,reg_lambda_Baseline,KL_div_train_vs_aug_NOT_weighted,KL_div_train_vs_aug_weighted,Wasserstein_dist_train_vs_aug_NOT_weighted,Wasserstein_dist_train_vs_aug_weighted,variance_train_NOT_weighted,variance_aug_NOT_weighted,variance_aug_weighted
0,linear,10,3,6,0.4,500,V0,middle_node,0.01,1.0,0.0,,,0.0,0.0,0.0,,1.0966517580560071,,0.9096009872736166,,50,,1,,,,,"[0.98066538 0.98756704 1.00643981 1.0358024  1.00703627 0.9705809
 0.99154014 0.99221696 1.02207595 0.99528775]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
0,linear,10,3,6,0.4,500,V1,middle_node,0.01,1.0,0.0,,,0.0,0.0,0.0,,0.3252310398054582,,0.9857863811571131,,200,,10,,,,,"[0.98066538 0.98756704 1.00643981 1.0358024  1.00703627 0.9705809
 0.99154014 0.99221696 1.02207595 0.99528775]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
0,linear,10,3,6,0.4,500,V2,middle_node,0.01,1.0,0.0,,,0.0,0.0,0.0,,8.631401649338502,,0.948547643124908,,200,,10,,,,,"[0.98066538 0.98756704 1.00643981 1.0358024  1.00703627 0.9705809
 0.99154014 0.99221696 1.02207595 0.99528775]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
0,linear,10,3,6,0.4,500,V3,middle_node,0.01,1.0,0.0,,,0.0,0.0,0.0,,1.3947835031895055,,0.8892516934714673,,200,,100,,,,,"[0.98066538 0.98756704 1.00643981 1.0358024  1.00703627 0.9705809
 0.99154014 0.99221696 1.02207595 0.99528775]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
0,linear,10,3,6,0.4,500,V4,middle_node,0.01,1.0,0.0,,,0.0,0.0,0.0,,0.6851425222455407,,0.9686297774220244,,50,,1,,,,,"[0.98066538 0.98756704 1.00643981 1.0358024  1.00703627 0.9705809
 0.99154014 0.99221696 1.02207595 0.99528775]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
0,linear,10,3,6,0.4,500,V5,middle_node,0.01,1.0,0.0,,,0.0,0.0,0.0,,0.7678378949134708,,0.8994305893891142,,200,,100,,,,,"[0.98066538 0.98756704 1.00643981 1.0358024  1.00703627 0.9705809
 0.99154014 0.99221696 1.02207595 0.99528775]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
0,linear,10,3,6,0.4,500,V6,source_node,0.01,1.0,0.0,,,0.0,0.0,0.0,,0.38511016468054,,0.9828193803557128,,200,,10,,,,,"[0.98066538 0.98756704 1.00643981 1.0358024  1.00703627 0.9705809
 0.99154014 0.99221696 1.02207595 0.99528775]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
0,linear,10,3,6,0.4,500,V7,sink_node,0.01,1.0,0.0,,,0.0,0.0,0.0,,0.9254461516122122,,0.9324634502932944,,10,,1,,,,,"[0.98066538 0.98756704 1.00643981 1.0358024  1.00703627 0.9705809
 0.99154014 0.99221696 1.02207595 0.99528775]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
0,linear,10,3,6,0.4,500,V8,source_node,0.01,1.0,0.0,,,0.0,0.0,0.0,,0.6558137559484418,,0.9446687463868898,,200,,100,,,,,"[0.98066538 0.98756704 1.00643981 1.0358024  1.00703627 0.9705809
 0.99154014 0.99221696 1.02207595 0.99528775]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
0,linear,10,3,6,0.4,500,V9,sink_node,0.01,1.0,0.0,,,0.0,0.0,0.0,,0.5150344474619033,,0.97196269002857,,200,,100,,,,,"[0.98066538 0.98756704 1.00643981 1.0358024  1.00703627 0.9705809
 0.99154014 0.99221696 1.02207595 0.99528775]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
