run_id,predicted_variable,predicted_variable_node_type,frac_outliers,frac_outliers_filtered,frac_filtered_true,frac_augmented_true,avg_weight_aug_in_train_true,avg_weight_aug_NOT_in_train_true,SUM_aug_weights_true,frac_filtered_wrong,frac_augmented_wrong,avg_weight_aug_in_train_wrong,avg_weight_aug_NOT_in_train_wrong,SUM_aug_weights_wrong,MAPE_CausalDA_true,MAPE_CausalDA_wrong,MAPE_Baseline,r2_CausalDA_true,r2_CausalDA_wrong,r2_Baseline,n_estimators_CausalDA_true,n_estimators_CausalDA_wrong,n_estimators_Baseline,reg_lambda_CausalDA_true,reg_lambda_CausalDA_wrong,reg_lambda_Baseline,KL_div_train_vs_aug_weighted_true,KL_div_train_vs_aug_weighted_wrong,KL_div_aug_true_vs_aug_weighted_wrong,Wasserstein_dist_train_vs_aug_weighted_true,Wasserstein_dist_train_vs_aug_weighted_wrong,Wasserstein_dist_aug_true_vs_aug_weighted_wrong,variance_train_NOT_weighted,variance_aug_weighted_true,variance_aug_weighted_wrong
1,V0,sink_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.5225965511978102,,,0.9777236069198848,,,50,,,1,,,,,,,"[0.9753362  1.07424867 1.1173403  1.08786897 1.00862889 1.09907292
 1.0863984  1.03562006 1.05569822 1.08890944]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
1,V1,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.3131337058864806,,,0.9961926318926044,,,50,,,1,,,,,,,"[0.9753362  1.07424867 1.1173403  1.08786897 1.00862889 1.09907292
 1.0863984  1.03562006 1.05569822 1.08890944]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
1,V2,sink_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,1.0319212953763568,,,0.9193836936018568,,,200,,,1,,,,,,,"[0.9753362  1.07424867 1.1173403  1.08786897 1.00862889 1.09907292
 1.0863984  1.03562006 1.05569822 1.08890944]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
1,V3,source_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,1.1165339936675434,,,0.9258183280698526,,,200,,,1,,,,,,,"[0.9753362  1.07424867 1.1173403  1.08786897 1.00862889 1.09907292
 1.0863984  1.03562006 1.05569822 1.08890944]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
1,V4,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.7112724146461072,,,0.9104413368986466,,,200,,,10,,,,,,,"[0.9753362  1.07424867 1.1173403  1.08786897 1.00862889 1.09907292
 1.0863984  1.03562006 1.05569822 1.08890944]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
1,V5,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.5111956971346205,,,0.9673725805056084,,,200,,,1,,,,,,,"[0.9753362  1.07424867 1.1173403  1.08786897 1.00862889 1.09907292
 1.0863984  1.03562006 1.05569822 1.08890944]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
1,V6,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.2315147509601541,,,0.9922328908653468,,,50,,,1,,,,,,,"[0.9753362  1.07424867 1.1173403  1.08786897 1.00862889 1.09907292
 1.0863984  1.03562006 1.05569822 1.08890944]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
1,V7,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.3912259396759927,,,0.9654718380163568,,,200,,,10,,,,,,,"[0.9753362  1.07424867 1.1173403  1.08786897 1.00862889 1.09907292
 1.0863984  1.03562006 1.05569822 1.08890944]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
1,V8,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.537447869615572,,,0.9526741501406374,,,200,,,100,,,,,,,"[0.9753362  1.07424867 1.1173403  1.08786897 1.00862889 1.09907292
 1.0863984  1.03562006 1.05569822 1.08890944]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
1,V9,source_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.393821786315828,,,0.9936917762046767,,,200,,,100,,,,,,,"[0.9753362  1.07424867 1.1173403  1.08786897 1.00862889 1.09907292
 1.0863984  1.03562006 1.05569822 1.08890944]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
2,V0,source_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,3.8318747006508542,,,0.9663870329274012,,,200,,,100,,,,,,,"[0.99601505 1.04470479 0.98442868 0.98786559 0.9965404  1.03897463
 0.9600733  0.99004467 1.03080272 0.96319968]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
2,V1,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.4632520142169389,,,0.9709603447911116,,,200,,,1,,,,,,,"[0.99601505 1.04470479 0.98442868 0.98786559 0.9965404  1.03897463
 0.9600733  0.99004467 1.03080272 0.96319968]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
2,V2,sink_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.4289051237249547,,,0.9633645472359198,,,200,,,10,,,,,,,"[0.99601505 1.04470479 0.98442868 0.98786559 0.9965404  1.03897463
 0.9600733  0.99004467 1.03080272 0.96319968]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
2,V3,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,1.084060193072614,,,0.8463358215015083,,,200,,,100,,,,,,,"[0.99601505 1.04470479 0.98442868 0.98786559 0.9965404  1.03897463
 0.9600733  0.99004467 1.03080272 0.96319968]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
2,V4,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.1536324017973408,,,0.9658389209719436,,,200,,,100,,,,,,,"[0.99601505 1.04470479 0.98442868 0.98786559 0.9965404  1.03897463
 0.9600733  0.99004467 1.03080272 0.96319968]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
2,V5,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.4719692078257592,,,0.96017681770382,,,200,,,10,,,,,,,"[0.99601505 1.04470479 0.98442868 0.98786559 0.9965404  1.03897463
 0.9600733  0.99004467 1.03080272 0.96319968]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
2,V6,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,1.9403225416696075,,,0.9651482565987264,,,200,,,100,,,,,,,"[0.99601505 1.04470479 0.98442868 0.98786559 0.9965404  1.03897463
 0.9600733  0.99004467 1.03080272 0.96319968]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
2,V7,source_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.5674958562198221,,,0.9290707812199036,,,200,,,10,,,,,,,"[0.99601505 1.04470479 0.98442868 0.98786559 0.9965404  1.03897463
 0.9600733  0.99004467 1.03080272 0.96319968]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
2,V8,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.4443229685859954,,,0.9747012443566484,,,200,,,1,,,,,,,"[0.99601505 1.04470479 0.98442868 0.98786559 0.9965404  1.03897463
 0.9600733  0.99004467 1.03080272 0.96319968]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
2,V9,sink_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.9025507430292876,,,0.9549819542358708,,,200,,,100,,,,,,,"[0.99601505 1.04470479 0.98442868 0.98786559 0.9965404  1.03897463
 0.9600733  0.99004467 1.03080272 0.96319968]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
3,V0,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,1.5165458202944293,,,0.90609190377974,,,200,,,1,,,,,,,"[0.96000097 1.01657817 0.96400068 1.04744104 1.03397403 1.02403454
 1.01062291 0.99110827 1.04496984 1.04148516]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
3,V1,sink_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.4269096254192834,,,0.978940983342945,,,200,,,1,,,,,,,"[0.96000097 1.01657817 0.96400068 1.04744104 1.03397403 1.02403454
 1.01062291 0.99110827 1.04496984 1.04148516]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
3,V2,source_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,1.0601630439226652,,,0.9287425752984766,,,200,,,100,,,,,,,"[0.96000097 1.01657817 0.96400068 1.04744104 1.03397403 1.02403454
 1.01062291 0.99110827 1.04496984 1.04148516]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
3,V3,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.896482653283705,,,0.9144400962602416,,,200,,,100,,,,,,,"[0.96000097 1.01657817 0.96400068 1.04744104 1.03397403 1.02403454
 1.01062291 0.99110827 1.04496984 1.04148516]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
3,V4,source_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.7545027418265516,,,0.9929241893406068,,,200,,,1,,,,,,,"[0.96000097 1.01657817 0.96400068 1.04744104 1.03397403 1.02403454
 1.01062291 0.99110827 1.04496984 1.04148516]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
3,V5,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.4454402703815934,,,0.9603981485594156,,,200,,,1,,,,,,,"[0.96000097 1.01657817 0.96400068 1.04744104 1.03397403 1.02403454
 1.01062291 0.99110827 1.04496984 1.04148516]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
3,V6,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,7.269724146184957,,,0.9756977515878326,,,200,,,10,,,,,,,"[0.96000097 1.01657817 0.96400068 1.04744104 1.03397403 1.02403454
 1.01062291 0.99110827 1.04496984 1.04148516]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
3,V7,sink_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.4149429974215762,,,0.9658823296958076,,,200,,,100,,,,,,,"[0.96000097 1.01657817 0.96400068 1.04744104 1.03397403 1.02403454
 1.01062291 0.99110827 1.04496984 1.04148516]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
3,V8,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.2015754883741543,,,0.994430622681684,,,200,,,1,,,,,,,"[0.96000097 1.01657817 0.96400068 1.04744104 1.03397403 1.02403454
 1.01062291 0.99110827 1.04496984 1.04148516]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
3,V9,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,1.0919667996455782,,,0.9596127300899038,,,200,,,1,,,,,,,"[0.96000097 1.01657817 0.96400068 1.04744104 1.03397403 1.02403454
 1.01062291 0.99110827 1.04496984 1.04148516]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
4,V0,source_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.2358906982932368,,,0.9207511476088271,,,200,,,10,,,,,,,"[0.98258967 0.97412177 1.01473339 1.03573325 1.00145316 0.97170558
 1.01521786 0.96014969 0.99125939 0.98608841]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
4,V1,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.4467819595056608,,,0.9828351128842516,,,200,,,10,,,,,,,"[0.98258967 0.97412177 1.01473339 1.03573325 1.00145316 0.97170558
 1.01521786 0.96014969 0.99125939 0.98608841]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
4,V2,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.4196599860192115,,,0.9848574560271924,,,200,,,10,,,,,,,"[0.98258967 0.97412177 1.01473339 1.03573325 1.00145316 0.97170558
 1.01521786 0.96014969 0.99125939 0.98608841]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
4,V3,sink_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.4199871489361236,,,0.9798408355022136,,,200,,,10,,,,,,,"[0.98258967 0.97412177 1.01473339 1.03573325 1.00145316 0.97170558
 1.01521786 0.96014969 0.99125939 0.98608841]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
4,V4,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.40897562029399,,,0.9863409954452644,,,200,,,1,,,,,,,"[0.98258967 0.97412177 1.01473339 1.03573325 1.00145316 0.97170558
 1.01521786 0.96014969 0.99125939 0.98608841]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
4,V5,sink_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.8235621470413441,,,0.9217620821019848,,,50,,,1,,,,,,,"[0.98258967 0.97412177 1.01473339 1.03573325 1.00145316 0.97170558
 1.01521786 0.96014969 0.99125939 0.98608841]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
4,V6,source_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,1.1594068181991093,,,0.9725272556568192,,,200,,,10,,,,,,,"[0.98258967 0.97412177 1.01473339 1.03573325 1.00145316 0.97170558
 1.01521786 0.96014969 0.99125939 0.98608841]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
4,V7,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.3092468214733945,,,0.9763647055432036,,,200,,,1,,,,,,,"[0.98258967 0.97412177 1.01473339 1.03573325 1.00145316 0.97170558
 1.01521786 0.96014969 0.99125939 0.98608841]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
4,V8,middle_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.5173426604730121,,,0.9389422185891968,,,200,,,10,,,,,,,"[0.98258967 0.97412177 1.01473339 1.03573325 1.00145316 0.97170558
 1.01521786 0.96014969 0.99125939 0.98608841]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
4,V9,source_node,0.01,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,,,0.8661040658986152,,,0.9854044195884764,,,200,,,1,,,,,,,"[0.98258967 0.97412177 1.01473339 1.03573325 1.00145316 0.97170558
 1.01521786 0.96014969 0.99125939 0.98608841]",[nan nan nan nan nan nan nan nan nan nan],[nan nan nan nan nan nan nan nan nan nan]
5,V0,source_node,0.01,0.0,0.0,0.1914285714285714,0.0027174356820216,0.0007254433999167,0.9997071965020126,0.0,0.2,0.0026943633138416,0.0008097574274406,0.9997101797654214,0.2929476924304773,0.3955421823626056,0.3036902787070412,0.9969131253369238,0.9949687383827872,0.9966655287209836,200.0,200.0,200,1.0,100.0,1,7.509047975168369e-07,0.0147139378633589,0.0153790577595419,0.1078645863478189,0.2660058642527893,0.1654168890421232,"[1.0089974  1.02307205 1.01006293 0.99559132 1.03728307 1.02927371
 0.99212388 1.03129794 0.98003346 1.02388087]","[1.00914576 1.02320882 1.01019223 0.99567579 1.03737762 1.02938285
 0.99229266 1.03142556 0.98023813 1.02399514]","[1.02473734 1.03358352 1.01103084 1.02334909 1.04887301 1.02717372
 1.01911813 1.05276446 1.0538216  1.04423906]"
5,V1,middle_node,0.01,0.0,0.0,0.1914285714285714,0.0027174356820216,0.0007254433999167,0.9997071965020126,0.0,0.2,0.0026943633138416,0.0008097574274406,0.9997101797654214,0.4913789587767854,0.3419932724572375,0.7256867104112626,0.9962720288702096,0.996222689415068,0.9956107232046488,200.0,200.0,200,1.0,10.0,100,7.509047975168369e-07,0.0147139378633589,0.0153790577595419,0.1078645863478189,0.2660058642527893,0.1654168890421232,"[1.0089974  1.02307205 1.01006293 0.99559132 1.03728307 1.02927371
 0.99212388 1.03129794 0.98003346 1.02388087]","[1.00914576 1.02320882 1.01019223 0.99567579 1.03737762 1.02938285
 0.99229266 1.03142556 0.98023813 1.02399514]","[1.02473734 1.03358352 1.01103084 1.02334909 1.04887301 1.02717372
 1.01911813 1.05276446 1.0538216  1.04423906]"
5,V2,sink_node,0.01,0.0,0.0,0.1914285714285714,0.0027174356820216,0.0007254433999167,0.9997071965020126,0.0,0.2,0.0026943633138416,0.0008097574274406,0.9997101797654214,0.2167677468759725,0.1822611029008727,0.2253956932595022,0.9814897911117132,0.9815104591099172,0.98084776629865,200.0,200.0,200,100.0,1.0,100,7.509047975168369e-07,0.0147139378633589,0.0153790577595419,0.1078645863478189,0.2660058642527893,0.1654168890421232,"[1.0089974  1.02307205 1.01006293 0.99559132 1.03728307 1.02927371
 0.99212388 1.03129794 0.98003346 1.02388087]","[1.00914576 1.02320882 1.01019223 0.99567579 1.03737762 1.02938285
 0.99229266 1.03142556 0.98023813 1.02399514]","[1.02473734 1.03358352 1.01103084 1.02334909 1.04887301 1.02717372
 1.01911813 1.05276446 1.0538216  1.04423906]"
5,V3,middle_node,0.01,0.0,0.0,0.1914285714285714,0.0027174356820216,0.0007254433999167,0.9997071965020126,0.0,0.2,0.0026943633138416,0.0008097574274406,0.9997101797654214,0.260759176238578,0.2851159711030382,0.2805285234020763,0.9879723573570532,0.9852832350471894,0.9870779356470908,200.0,200.0,200,1.0,10.0,100,7.509047975168369e-07,0.0147139378633589,0.0153790577595419,0.1078645863478189,0.2660058642527893,0.1654168890421232,"[1.0089974  1.02307205 1.01006293 0.99559132 1.03728307 1.02927371
 0.99212388 1.03129794 0.98003346 1.02388087]","[1.00914576 1.02320882 1.01019223 0.99567579 1.03737762 1.02938285
 0.99229266 1.03142556 0.98023813 1.02399514]","[1.02473734 1.03358352 1.01103084 1.02334909 1.04887301 1.02717372
 1.01911813 1.05276446 1.0538216  1.04423906]"
5,V4,sink_node,0.01,0.0,0.0,0.1914285714285714,0.0027174356820216,0.0007254433999167,0.9997071965020126,0.0,0.2,0.0026943633138416,0.0008097574274406,0.9997101797654214,0.1798643817798561,0.1790500712348857,0.1830358450255111,0.9950659506939148,0.9956236560336672,0.9951510955595622,200.0,200.0,50,1.0,10.0,1,7.509047975168369e-07,0.0147139378633589,0.0153790577595419,0.1078645863478189,0.2660058642527893,0.1654168890421232,"[1.0089974  1.02307205 1.01006293 0.99559132 1.03728307 1.02927371
 0.99212388 1.03129794 0.98003346 1.02388087]","[1.00914576 1.02320882 1.01019223 0.99567579 1.03737762 1.02938285
 0.99229266 1.03142556 0.98023813 1.02399514]","[1.02473734 1.03358352 1.01103084 1.02334909 1.04887301 1.02717372
 1.01911813 1.05276446 1.0538216  1.04423906]"
5,V5,middle_node,0.01,0.0,0.0,0.1914285714285714,0.0027174356820216,0.0007254433999167,0.9997071965020126,0.0,0.2,0.0026943633138416,0.0008097574274406,0.9997101797654214,0.29837516840211,0.2386283984297675,0.247161981580281,0.9939232022062988,0.9939859474159546,0.9948334751405684,200.0,200.0,200,100.0,100.0,1,7.509047975168369e-07,0.0147139378633589,0.0153790577595419,0.1078645863478189,0.2660058642527893,0.1654168890421232,"[1.0089974  1.02307205 1.01006293 0.99559132 1.03728307 1.02927371
 0.99212388 1.03129794 0.98003346 1.02388087]","[1.00914576 1.02320882 1.01019223 0.99567579 1.03737762 1.02938285
 0.99229266 1.03142556 0.98023813 1.02399514]","[1.02473734 1.03358352 1.01103084 1.02334909 1.04887301 1.02717372
 1.01911813 1.05276446 1.0538216  1.04423906]"
5,V6,middle_node,0.01,0.0,0.0,0.1914285714285714,0.0027174356820216,0.0007254433999167,0.9997071965020126,0.0,0.2,0.0026943633138416,0.0008097574274406,0.9997101797654214,3.362080000051628,3.26048903478388,2.7828651133643034,0.995558329459398,0.9953287156565904,0.9952866433439748,200.0,200.0,200,1.0,100.0,1,7.509047975168369e-07,0.0147139378633589,0.0153790577595419,0.1078645863478189,0.2660058642527893,0.1654168890421232,"[1.0089974  1.02307205 1.01006293 0.99559132 1.03728307 1.02927371
 0.99212388 1.03129794 0.98003346 1.02388087]","[1.00914576 1.02320882 1.01019223 0.99567579 1.03737762 1.02938285
 0.99229266 1.03142556 0.98023813 1.02399514]","[1.02473734 1.03358352 1.01103084 1.02334909 1.04887301 1.02717372
 1.01911813 1.05276446 1.0538216  1.04423906]"
5,V7,middle_node,0.01,0.0,0.0,0.1914285714285714,0.0027174356820216,0.0007254433999167,0.9997071965020126,0.0,0.2,0.0026943633138416,0.0008097574274406,0.9997101797654214,0.1550802077231847,0.1839756905019983,0.1785385945420057,0.9966680695902376,0.9963859463122668,0.9964903022247203,200.0,200.0,200,1.0,10.0,1,7.509047975168369e-07,0.0147139378633589,0.0153790577595419,0.1078645863478189,0.2660058642527893,0.1654168890421232,"[1.0089974  1.02307205 1.01006293 0.99559132 1.03728307 1.02927371
 0.99212388 1.03129794 0.98003346 1.02388087]","[1.00914576 1.02320882 1.01019223 0.99567579 1.03737762 1.02938285
 0.99229266 1.03142556 0.98023813 1.02399514]","[1.02473734 1.03358352 1.01103084 1.02334909 1.04887301 1.02717372
 1.01911813 1.05276446 1.0538216  1.04423906]"
