run_id,mechanism,nb_nodes,expected_degree,size_longest_path_in_graph,noise_coeff,nb_observations,predicted_variable,predicted_variable_node_type,weight_threshold,frac_filtered,frac_augmented,avg_weight_aug_in_train,avg_weight_aug_NOT_in_train,sum_weight_aug_in_train,sum_weight_aug_NOT_in_train,SUM_aug_weights,MAPE_CausalDA,MAPE_Baseline,r2_CausalDA,r2_Baseline,n_estimators_CausalDA,n_estimators_Baseline,reg_lambda_CausalDA,reg_lambda_Baseline,KL_div_train_vs_aug_NOT_weighted,KL_div_train_vs_aug_weighted,Wasserstein_dist_train_vs_aug_NOT_weighted,Wasserstein_dist_train_vs_aug_weighted,variance_train_NOT_weighted,variance_aug_NOT_weighted,variance_aug_weighted
0,nn,10,2,,0.4,500,V0,middle_node,0.1,0.0,0.1085714285714285,0.002632442924671,0.0005870512319158,0.9213550236348628,0.0223079468128041,0.9436629704476668,0.2473779870137319,0.292636267386653,0.9760470224084228,0.9774400463815957,200.0,200,10.0,10,7.846160803525614e-05,1.1071851332918444e-05,0.0650189411981895,0.0531698397436567,"[0.94088604 0.93838666 0.96107508 1.00781029 0.99475541 1.12885742
 0.92172013 0.96899259 0.95801157 0.92604682]","[0.92767308 0.89443318 0.92072584 1.00078951 0.98917511 1.12398192
 0.88159632 0.93604213 0.92295962 0.89838503]","[0.94188727 0.95878392 0.97889899 1.00995789 0.99629482 1.13259372
 0.94011349 0.98355801 0.97237834 0.93655508]"
0,nn,10,2,,0.4,500,V1,middle_node,0.1,0.0,0.1085714285714285,0.002632442924671,0.0005870512319158,0.9213550236348628,0.0223079468128041,0.9436629704476668,0.6583227494208745,0.4500725611927176,0.9949418325075212,0.995072804528285,200.0,200,1.0,1,7.846160803525614e-05,1.1071851332918444e-05,0.0650189411981895,0.0531698397436567,"[0.94088604 0.93838666 0.96107508 1.00781029 0.99475541 1.12885742
 0.92172013 0.96899259 0.95801157 0.92604682]","[0.92767308 0.89443318 0.92072584 1.00078951 0.98917511 1.12398192
 0.88159632 0.93604213 0.92295962 0.89838503]","[0.94188727 0.95878392 0.97889899 1.00995789 0.99629482 1.13259372
 0.94011349 0.98355801 0.97237834 0.93655508]"
0,nn,10,2,,0.4,500,V2,middle_node,0.1,0.0,0.1085714285714285,0.002632442924671,0.0005870512319158,0.9213550236348628,0.0223079468128041,0.9436629704476668,0.2396239960773399,0.2136887088142242,0.9942861947058602,0.9943744578431803,200.0,200,1.0,1,7.846160803525614e-05,1.1071851332918444e-05,0.0650189411981895,0.0531698397436567,"[0.94088604 0.93838666 0.96107508 1.00781029 0.99475541 1.12885742
 0.92172013 0.96899259 0.95801157 0.92604682]","[0.92767308 0.89443318 0.92072584 1.00078951 0.98917511 1.12398192
 0.88159632 0.93604213 0.92295962 0.89838503]","[0.94188727 0.95878392 0.97889899 1.00995789 0.99629482 1.13259372
 0.94011349 0.98355801 0.97237834 0.93655508]"
0,nn,10,2,,0.4,500,V3,sink_node,0.1,0.0,0.1085714285714285,0.002632442924671,0.0005870512319158,0.9213550236348628,0.0223079468128041,0.9436629704476668,0.4131662305245104,0.5484549576084208,0.9857757416271732,0.9853102793495266,200.0,200,1.0,1,7.846160803525614e-05,1.1071851332918444e-05,0.0650189411981895,0.0531698397436567,"[0.94088604 0.93838666 0.96107508 1.00781029 0.99475541 1.12885742
 0.92172013 0.96899259 0.95801157 0.92604682]","[0.92767308 0.89443318 0.92072584 1.00078951 0.98917511 1.12398192
 0.88159632 0.93604213 0.92295962 0.89838503]","[0.94188727 0.95878392 0.97889899 1.00995789 0.99629482 1.13259372
 0.94011349 0.98355801 0.97237834 0.93655508]"
0,nn,10,2,,0.4,500,V4,middle_node,0.1,0.0,0.1085714285714285,0.002632442924671,0.0005870512319158,0.9213550236348628,0.0223079468128041,0.9436629704476668,0.3193418555228787,0.1801865435043955,0.9937893503673326,0.9928545810023972,200.0,50,1.0,1,7.846160803525614e-05,1.1071851332918444e-05,0.0650189411981895,0.0531698397436567,"[0.94088604 0.93838666 0.96107508 1.00781029 0.99475541 1.12885742
 0.92172013 0.96899259 0.95801157 0.92604682]","[0.92767308 0.89443318 0.92072584 1.00078951 0.98917511 1.12398192
 0.88159632 0.93604213 0.92295962 0.89838503]","[0.94188727 0.95878392 0.97889899 1.00995789 0.99629482 1.13259372
 0.94011349 0.98355801 0.97237834 0.93655508]"
0,nn,10,2,,0.4,500,V5,sink_node,0.1,0.0,0.1085714285714285,0.002632442924671,0.0005870512319158,0.9213550236348628,0.0223079468128041,0.9436629704476668,0.866687320708629,0.9395348346564254,0.905053844388801,0.9041618033034892,200.0,200,100.0,100,7.846160803525614e-05,1.1071851332918444e-05,0.0650189411981895,0.0531698397436567,"[0.94088604 0.93838666 0.96107508 1.00781029 0.99475541 1.12885742
 0.92172013 0.96899259 0.95801157 0.92604682]","[0.92767308 0.89443318 0.92072584 1.00078951 0.98917511 1.12398192
 0.88159632 0.93604213 0.92295962 0.89838503]","[0.94188727 0.95878392 0.97889899 1.00995789 0.99629482 1.13259372
 0.94011349 0.98355801 0.97237834 0.93655508]"
0,nn,10,2,,0.4,500,V6,source_node,0.1,0.0,0.1085714285714285,0.002632442924671,0.0005870512319158,0.9213550236348628,0.0223079468128041,0.9436629704476668,1.2307787762138174,0.6218229700230583,0.9939385399847822,0.9935611057031368,200.0,200,1.0,10,7.846160803525614e-05,1.1071851332918444e-05,0.0650189411981895,0.0531698397436567,"[0.94088604 0.93838666 0.96107508 1.00781029 0.99475541 1.12885742
 0.92172013 0.96899259 0.95801157 0.92604682]","[0.92767308 0.89443318 0.92072584 1.00078951 0.98917511 1.12398192
 0.88159632 0.93604213 0.92295962 0.89838503]","[0.94188727 0.95878392 0.97889899 1.00995789 0.99629482 1.13259372
 0.94011349 0.98355801 0.97237834 0.93655508]"
0,nn,10,2,,0.4,500,V7,middle_node,0.1,0.0,0.1085714285714285,0.002632442924671,0.0005870512319158,0.9213550236348628,0.0223079468128041,0.9436629704476668,0.2982372440025347,0.1800753430774196,0.9970079072632416,0.9971151414706864,50.0,200,1.0,1,7.846160803525614e-05,1.1071851332918444e-05,0.0650189411981895,0.0531698397436567,"[0.94088604 0.93838666 0.96107508 1.00781029 0.99475541 1.12885742
 0.92172013 0.96899259 0.95801157 0.92604682]","[0.92767308 0.89443318 0.92072584 1.00078951 0.98917511 1.12398192
 0.88159632 0.93604213 0.92295962 0.89838503]","[0.94188727 0.95878392 0.97889899 1.00995789 0.99629482 1.13259372
 0.94011349 0.98355801 0.97237834 0.93655508]"
0,nn,10,2,,0.4,500,V8,middle_node,0.1,0.0,0.1085714285714285,0.002632442924671,0.0005870512319158,0.9213550236348628,0.0223079468128041,0.9436629704476668,0.2679961748015986,0.1375279137969104,0.9983324127918296,0.99818850589092,50.0,50,1.0,1,7.846160803525614e-05,1.1071851332918444e-05,0.0650189411981895,0.0531698397436567,"[0.94088604 0.93838666 0.96107508 1.00781029 0.99475541 1.12885742
 0.92172013 0.96899259 0.95801157 0.92604682]","[0.92767308 0.89443318 0.92072584 1.00078951 0.98917511 1.12398192
 0.88159632 0.93604213 0.92295962 0.89838503]","[0.94188727 0.95878392 0.97889899 1.00995789 0.99629482 1.13259372
 0.94011349 0.98355801 0.97237834 0.93655508]"
0,nn,10,2,,0.4,500,V9,middle_node,0.1,0.0,0.1085714285714285,0.002632442924671,0.0005870512319158,0.9213550236348628,0.0223079468128041,0.9436629704476668,3.7342245064229247,3.0557012989454004,0.9816174596765368,0.9825687264041276,200.0,200,1.0,10,7.846160803525614e-05,1.1071851332918444e-05,0.0650189411981895,0.0531698397436567,"[0.94088604 0.93838666 0.96107508 1.00781029 0.99475541 1.12885742
 0.92172013 0.96899259 0.95801157 0.92604682]","[0.92767308 0.89443318 0.92072584 1.00078951 0.98917511 1.12398192
 0.88159632 0.93604213 0.92295962 0.89838503]","[0.94188727 0.95878392 0.97889899 1.00995789 0.99629482 1.13259372
 0.94011349 0.98355801 0.97237834 0.93655508]"
